,receipt_id,company_id,matched_transaction_id,feature_transaction_id,DateMappingMatch,AmountMappingMatch,DescriptionMatch,DifferentPredictedTime,TimeMappingMatch,PredictedNameMatch,ShortNameMatch,DifferentPredictedDate,PredictedAmountMatch,PredictedTimeCloseMatch,target
22,"10,001",10000,"10,605","10,598",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
23,"10,001",10000,"10,605","10,599",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
24,"10,001",10000,"10,605","10,600",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
25,"10,001",10000,"10,605","10,605",0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
26,"10,001",10000,"10,605","10,606",0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27,"10,002",10000,"10,286","10,286",0.95,0.0,0.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,1
28,"10,002",10000,"10,286","10,287",0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
29,"10,002",10000,"10,286","10,288",0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30,"10,002",10000,"10,286","10,289",0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31,"10,002",10000,"10,286","10,290",0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
32,"10,002",10000,"10,286","10,291",0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33,"10,002",10000,"10,286","10,292",0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34,"10,003",10000,"10,412","10,140",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
35,"10,003",10000,"10,412","10,141",0.55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36,"10,003",10000,"10,412","10,410",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
37,"10,003",10000,"10,412","10,411",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
38,"10,003",10000,"10,412","10,412",0.85,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
39,"10,003",10000,"10,412","10,413",0.85,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
40,"10,003",10000,"10,412","10,414",0.85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
41,"10,003",10000,"10,412","10,415",0.85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42,"10,004",10000,"10,413","10,000",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
43,"10,004",10000,"10,413","10,001",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
44,"10,004",10000,"10,413","10,003",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
45,"10,004",10000,"10,413","10,004",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
46,"10,004",10000,"10,413","10,005",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
47,"10,004",10000,"10,413","10,006",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
48,"10,004",10000,"10,413","10,008",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
49,"10,004",10000,"10,413","10,009",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
50,"10,004",10000,"10,413","10,010",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
51,"10,004",10000,"10,413","10,011",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
52,"10,004",10000,"10,413","10,016",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
53,"10,004",10000,"10,413","10,019",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
54,"10,004",10000,"10,413","10,020",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
55,"10,004",10000,"10,413","10,021",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
56,"10,004",10000,"10,413","10,022",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
57,"10,004",10000,"10,413","10,024",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
58,"10,004",10000,"10,413","10,025",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
59,"10,004",10000,"10,413","10,026",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
60,"10,004",10000,"10,413","10,028",0.0,0.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
61,"10,004",10000,"10,413","10,029",0.0,0.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
62,"10,005",10000,"10,474","10,461",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
63,"10,005",10000,"10,474","10,462",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
64,"10,005",10000,"10,474","10,465",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
65,"10,005",10000,"10,474","10,466",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
66,"10,005",10000,"10,474","10,467",0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
67,"10,005",10000,"10,474","10,468",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
68,"10,005",10000,"10,474","10,469",0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
69,"10,005",10000,"10,474","10,470",0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
70,"10,005",10000,"10,474","10,471",0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
71,"10,005",10000,"10,474","10,472",0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
72,"10,005",10000,"10,474","10,473",0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
73,"10,005",10000,"10,474","10,474",0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
74,"10,005",10000,"10,474","10,477",0.9,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
75,"10,005",10000,"10,474","10,478",0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
76,"10,005",10000,"10,474","10,479",0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
77,"10,006",10000,"10,217","10,000",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
78,"10,006",10000,"10,217","10,001",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
79,"10,006",10000,"10,217","10,003",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
80,"10,006",10000,"10,217","10,004",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
81,"10,006",10000,"10,217","10,005",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
82,"10,006",10000,"10,217","10,006",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
83,"10,006",10000,"10,217","10,008",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
84,"10,006",10000,"10,217","10,009",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
85,"10,006",10000,"10,217","10,010",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
86,"10,006",10000,"10,217","10,011",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
87,"10,006",10000,"10,217","10,016",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
88,"10,006",10000,"10,217","10,019",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
89,"10,006",10000,"10,217","10,020",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
90,"10,006",10000,"10,217","10,021",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
91,"10,006",10000,"10,217","10,022",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
92,"10,006",10000,"10,217","10,024",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
93,"10,006",10000,"10,217","10,025",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
94,"10,006",10000,"10,217","10,026",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
95,"10,006",10000,"10,217","10,028",0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
96,"10,006",10000,"10,217","10,029",0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
97,"10,007",10000,"10,360","10,348",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
98,"10,007",10000,"10,360","10,349",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
99,"10,007",10000,"10,360","10,350",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
100,"10,007",10000,"10,360","10,351",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
101,"10,007",10000,"10,360","10,356",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
102,"10,007",10000,"10,360","10,357",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
103,"10,007",10000,"10,360","10,358",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
104,"10,007",10000,"10,360","10,359",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
105,"10,007",10000,"10,360","10,360",0.85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
106,"10,007",10000,"10,360","10,361",0.85,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
107,"10,008",10000,"10,303","10,000",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
108,"10,008",10000,"10,303","10,001",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
109,"10,008",10000,"10,303","10,003",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
110,"10,008",10000,"10,303","10,004",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
111,"10,008",10000,"10,303","10,005",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
112,"10,008",10000,"10,303","10,006",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
113,"10,008",10000,"10,303","10,008",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
114,"10,008",10000,"10,303","10,009",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
115,"10,008",10000,"10,303","10,010",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
116,"10,008",10000,"10,303","10,011",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
117,"10,008",10000,"10,303","10,016",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
118,"10,008",10000,"10,303","10,019",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
119,"10,008",10000,"10,303","10,020",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
120,"10,008",10000,"10,303","10,021",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
121,"10,008",10000,"10,303","10,022",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
122,"10,008",10000,"10,303","10,024",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
123,"10,008",10000,"10,303","10,025",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
124,"10,008",10000,"10,303","10,026",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
125,"10,008",10000,"10,303","10,028",0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
126,"10,008",10000,"10,303","10,029",0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
127,"10,009",10000,"10,484","10,469",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
128,"10,009",10000,"10,484","10,470",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
129,"10,009",10000,"10,484","10,471",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
130,"10,009",10000,"10,484","10,472",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
131,"10,009",10000,"10,484","10,473",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
132,"10,009",10000,"10,484","10,474",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
133,"10,009",10000,"10,484","10,477",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
134,"10,009",10000,"10,484","10,478",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
135,"10,009",10000,"10,484","10,479",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
136,"10,009",10000,"10,484","10,482",0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
137,"10,009",10000,"10,484","10,483",0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
138,"10,009",10000,"10,484","10,484",0.95,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
139,"10,009",10000,"10,484","10,655",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
140,"10,009",10000,"10,484","10,656",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
141,"10,009",10000,"10,484","10,657",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
142,"10,009",10000,"10,484","10,658",0.65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
143,"10,009",10000,"10,484","10,659",0.65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
144,"10,010",10000,"10,405","10,385",0.0,0.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
145,"10,010",10000,"10,405","10,390",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
146,"10,010",10000,"10,405","10,391",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
147,"10,010",10000,"10,405","10,392",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
148,"10,010",10000,"10,405","10,399",0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
149,"10,010",10000,"10,405","10,400",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
150,"10,010",10000,"10,405","10,402",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
151,"10,010",10000,"10,405","10,403",0.95,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
152,"10,010",10000,"10,405","10,404",0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
153,"10,010",10000,"10,405","10,405",0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
154,"10,011",10000,"10,659","10,469",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
155,"10,011",10000,"10,659","10,470",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
156,"10,011",10000,"10,659","10,471",0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
157,"10,011",10000,"10,659","10,472",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
158,"10,011",10000,"10,659","10,473",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
159,"10,011",10000,"10,659","10,474",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
160,"10,011",10000,"10,659","10,477",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
161,"10,011",10000,"10,659","10,478",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
162,"10,011",10000,"10,659","10,479",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
163,"10,011",10000,"10,659","10,482",0.65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
164,"10,011",10000,"10,659","10,483",0.65,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
165,"10,011",10000,"10,659","10,484",0.65,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
166,"10,011",10000,"10,659","10,655",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
167,"10,011",10000,"10,659","10,656",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
168,"10,011",10000,"10,659","10,657",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
169,"10,011",10000,"10,659","10,658",0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
170,"10,011",10000,"10,659","10,659",0.95,0.0,0.0,1.0,0.0,0.6,0.0,0.0,0.0,1.0,1
171,"10,012",10000,"10,256","10,250",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
172,"10,012",10000,"10,256","10,255",0.85,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
173,"10,012",10000,"10,256","10,256",0.85,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
174,"10,012",10000,"10,256","10,257",0.85,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
175,"10,012",10000,"10,256","10,520",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
176,"10,012",10000,"10,256","10,521",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
177,"10,012",10000,"10,256","10,523",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
178,"10,012",10000,"10,256","10,524",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
179,"10,012",10000,"10,256","10,525",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
180,"10,012",10000,"10,256","10,529",0.55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
181,"10,013",10000,"10,501","10,000",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
182,"10,013",10000,"10,501","10,001",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
183,"10,013",10000,"10,501","10,003",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
184,"10,013",10000,"10,501","10,004",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
185,"10,013",10000,"10,501","10,005",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
186,"10,013",10000,"10,501","10,006",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
187,"10,013",10000,"10,501","10,008",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
188,"10,013",10000,"10,501","10,009",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
189,"10,013",10000,"10,501","10,010",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
190,"10,013",10000,"10,501","10,011",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
191,"10,013",10000,"10,501","10,016",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
192,"10,013",10000,"10,501","10,019",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
193,"10,013",10000,"10,501","10,020",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
194,"10,013",10000,"10,501","10,021",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
195,"10,013",10000,"10,501","10,022",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
196,"10,013",10000,"10,501","10,024",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
197,"10,013",10000,"10,501","10,025",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
198,"10,013",10000,"10,501","10,026",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
199,"10,013",10000,"10,501","10,028",0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
200,"10,013",10000,"10,501","10,029",0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
201,"10,014",10000,"10,650","10,177",0.55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
202,"10,014",10000,"10,650","10,645",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
203,"10,014",10000,"10,650","10,646",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
204,"10,014",10000,"10,650","10,647",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
205,"10,014",10000,"10,650","10,648",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
206,"10,014",10000,"10,650","10,649",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
207,"10,014",10000,"10,650","10,650",0.85,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
208,"10,015",10000,"10,713","10,711",0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
209,"10,015",10000,"10,713","10,712",0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
210,"10,015",10000,"10,713","10,713",0.95,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1
211,"10,015",10000,"10,713","10,714",0.95,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
212,"10,016",10000,"10,583","10,000",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
213,"10,016",10000,"10,583","10,001",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
214,"10,016",10000,"10,583","10,003",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
215,"10,016",10000,"10,583","10,004",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
216,"10,016",10000,"10,583","10,005",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
217,"10,016",10000,"10,583","10,006",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
218,"10,016",10000,"10,583","10,008",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
219,"10,016",10000,"10,583","10,009",0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
220,"10,016",10000,"10,583","10,010",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
221,"10,016",10000,"10,583","10,011",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
222,"10,016",10000,"10,583","10,016",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
223,"10,016",10000,"10,583","10,019",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
224,"10,016",10000,"10,583","10,020",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
